State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andaman and Nicobar Islands,NICOBARS,2000,Kharif     ,Rice,102.0,321.0
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Banana,176.0,641.0
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Coconut ,18168.0,65100000.0
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Sugarcane,1.0,2.0
Andaman and Nicobar Islands,NICOBARS,2001,Kharif     ,Rice,83.0,300.0
Andaman and Nicobar Islands,NICOBARS,2001,Whole Year ,Coconut ,18190.0,64430000.0
Andaman and Nicobar Islands,NICOBARS,2001,Whole Year ,Sugarcane,1.0,1.0
Andaman and Nicobar Islands,NICOBARS,2002,Kharif     ,Rice,189.2,510.84
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Banana,213.0,1278.0
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Coconut ,18240.0,67490000.0
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Sugarcane,5.0,40.0
Andaman and Nicobar Islands,NICOBARS,2003,Kharif     ,Rice,52.0,90.17
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Banana,266.0,1763.0
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Coconut ,18284.74,68580000.0
Andaman and Nicobar Islands,NICOBARS,2004,Kharif     ,Rice,52.94,72.57
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Banana,66.42,404.12
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Coconut ,18394.7,52380000.0
Andaman and Nicobar Islands,NICOBARS,2005,Kharif     ,Rice,2.09,12.06
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Banana,22.0,582.0
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Coconut ,13876.57,52030000.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Banana,198.0,976.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Coconut ,14358.0,59370000.0
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Sugarcane,0.2,0.5
Andaman and Nicobar Islands,NICOBARS,2010,Autumn     ,Rice,3.5,10.0
Andaman and Nicobar Islands,NICOBARS,2010,Autumn     ,Sugarcane,13.4,41.75
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Maize,3.84,18.22
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year ,Banana,593.0,3425.0
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year ,Coconut ,14560.0,71300000.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif     ,Rice,10779.0,31863.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Banana,1531.0,12073.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Coconut ,6992.0,23900000.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Sugarcane,141.0,3736.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif     ,Rice,9718.0,27033.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Coconut ,7015.0,25250000.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Sugarcane,81.0,2379.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Kharif     ,Rice,6854.3,18995.62
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Banana,957.57,8582.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Coconut ,3575.0,15400000.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Sugarcane,71.3,1500.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn     ,Rice,6791.0,20118.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn     ,Sugarcane,73.33,889.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Maize,86.7,96.4
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year ,Banana,657.0,7968.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year ,Coconut ,3668.0,12700000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Kharif     ,Rice,10695.8,31600.82
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Banana,1524.0,10882.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Coconut ,7060.0,26830000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Sugarcane,455.0,13760.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Kharif     ,Rice,10509.37,30760.7
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Banana,1530.0,11558.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Coconut ,7110.0,26660000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Sugarcane,268.0,2879.52
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Kharif     ,Rice,10681.98,29119.66
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Banana,1912.1,17374.4
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Coconut ,7156.7,34750000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Sugarcane,145.26,1560.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Kharif     ,Rice,8683.38,25870.98
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Banana,1656.8,10251.13
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Coconut ,7050.45,26430000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Sugarcane,128.02,2448.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Kharif     ,Rice,921.87,2539.64
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Banana,483.0,4150.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Coconut ,3483.09,14190000.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Sugarcane,53.5,999.5
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn     ,Rice,1595.5,3788.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn     ,Sugarcane,67.5,402.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Maize,73.0,253.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year ,Banana,360.0,5517.0
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year ,Coconut ,3540.0,11000000.0
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Maize,2800.0,4900.0
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Rice,35600.0,75400.0
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Sugarcane,700.0,72900.0
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Tobacco,200.0,200.0
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Maize,600.0,2400.0
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Rice,18000.0,37300.0
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Wheat,300.0,200.0
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Maize,3300.0,6700.0
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Rice,38300.0,96800.0
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Maize,300.0,1600.0
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Rice,26600.0,63900.0
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Wheat,400.0,200.0
Andhra Pradesh,ANANTAPUR,1998,Whole Year ,Sugarcane,700.0,65900.0
Andhra Pradesh,ANANTAPUR,1998,Whole Year ,Tobacco,100.0,100.0
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Maize,3358.0,9540.0
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Rice,37991.0,105082.0
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Maize,455.0,2203.0
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Rice,20258.0,45669.0
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Wheat,439.0,294.0
Andhra Pradesh,ANANTAPUR,1999,Whole Year ,Sugarcane,884.0,83126.0
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Maize,3475.0,9049.0
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Rice,39905.0,117680.0
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Maize,399.0,2148.0
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Rice,22099.0,57236.0
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Wheat,520.0,297.0
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Banana,769.0,11693.0
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coconut ,908.0,3896970.0
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sugarcane,284.0,25395.0
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Tobacco,89.0,114.0
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Maize,2667.0,7129.0
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Rice,32878.0,95609.0
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Maize,447.0,2893.0
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Rice,38119.0,108906.0
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Wheat,307.0,213.0
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Banana,1582.0,462.0
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coconut ,851.0,3053700.0
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sugarcane,490.0,42470.0
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Tobacco,111.0,111.0
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Maize,3541.0,3431.0
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Rice,29066.0,66329.0
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Maize,1288.0,8933.0
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Rice,10960.0,20462.0
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Wheat,362.0,333.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Banana,19.0,1006.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coconut ,869.0,3691149.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Grapes,111.0,2075.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Mango,3968.0,26176.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,13767.0,112541.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Papaya,1544.0,201409.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sugarcane,329.0,22481.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tobacco,51.0,90.0
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize,6246.0,10718.0
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,17515.0,44891.0
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,1212.0,6787.0
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,10826.0,25463.0
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat,414.0,123.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana,36.0,1302.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coconut ,839.0,3285828.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes,118.0,2048.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Mango,3935.0,58337.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange,13441.0,224640.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya,1381.0,60038.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane,454.0,32386.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tobacco,20.0,25.0
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Maize,3495.0,10031.0
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Rice,24335.0,85051.0
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Maize,3572.0,25822.0
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,9240.0,21622.0
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Wheat,393.0,88.0
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Banana,324.0,16897.0
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coconut ,837.0,6413350.0
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sugarcane,400.0,34072.0
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Tobacco,49.0,53.0
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Maize,5958.0,21538.0
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,25008.0,69972.0
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Maize,1435.0,10721.0
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Rice,23142.0,55587.0
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Wheat,297.0,175.0
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Banana,303.0,16231.0
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coconut ,836.0,3358992.0
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sugarcane,227.0,20612.0
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Tobacco,1.0,1.0
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Maize,4877.0,20181.0
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Rice,22349.0,67427.0
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Maize,3120.0,23640.0
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Rice,10846.0,31974.0
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Wheat,190.0,50.0
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Banana,289.0,14141.0
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coconut ,790.0,6404076.0
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sugarcane,339.0,30937.0
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Maize,7000.0,32000.0
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Rice,30000.0,95000.0
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Maize,6000.0,48000.0
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Rice,14000.0,37000.0
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Maize,6041.0,20896.0
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Rice,30306.0,94615.0
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Maize,3658.0,32300.0
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Rice,18416.0,49815.0
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Wheat,164.0,217.0
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Banana,3603.0,160939.0
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Coconut ,786.0,7141464.0
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Sugarcane,131.0,12305.0
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Tobacco,99.0,158.0
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Maize,8852.0,43924.0
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Rice,32226.0,101512.0
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Maize,4615.0,33736.0
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Rice,19428.0,46899.0
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Wheat,179.0,97.0
Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Banana,5010.0,265981.0
Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Coconut ,725.0,4247685.0
Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Sugarcane,112.0,9968.0
Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Tobacco,700.0,1179.0
Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Maize,10726.0,51174.0
Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Rice,34973.0,102007.0
Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Maize,4750.0,43306.0
Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Rice,24828.0,69394.0
Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Wheat,131.0,171.0
Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Banana,4416.0,223825.0
Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Sugarcane,235.0,20981.0
Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Tobacco,174.0,282.0
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Maize,25447.0,63465.0
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Rice,37720.0,94531.0
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Maize,6208.0,48168.0
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Rice,10948.0,25542.0
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Wheat,75.0,100.0
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Banana,8000.0,505176.0
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Coconut ,895.0,7165320.0
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Sugarcane,410.0,39186.0
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Tobacco,140.0,226.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Grapes,238.0,7606.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Maize,22039.0,63516.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Mango,6276.0,57601.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Papaya,447.0,17197.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Rice,22056.0,58691.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Sugarcane,76.0,6954.0
Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Tobacco,10.0,14.0
Andhra Pradesh,ANANTAPUR,2012,Rabi       ,Maize,7070.0,50098.0
Andhra Pradesh,ANANTAPUR,2012,Rabi       ,Rice,6998.0,17768.0
Andhra Pradesh,ANANTAPUR,2012,Rabi       ,Tobacco,115.0,178.0
Andhra Pradesh,ANANTAPUR,2012,Rabi       ,Wheat,134.0,151.0
Andhra Pradesh,ANANTAPUR,2012,Whole Year ,Coconut ,646.0,5571000.0
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Grapes,247.0,5644.0
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Maize,27087.0,53226.0
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Mango,8711.0,74653.0
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Papaya,230.0,22418.0
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Rice,28114.0,59377.0
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Sugarcane,281.0,26505.0
Andhra Pradesh,ANANTAPUR,2013,Kharif     ,Tobacco,6.0,11.0
Andhra Pradesh,ANANTAPUR,2013,Rabi       ,Maize,7777.0,57970.0
Andhra Pradesh,ANANTAPUR,2013,Rabi       ,Rice,12283.0,28558.0
Andhra Pradesh,ANANTAPUR,2013,Rabi       ,Tobacco,183.0,309.0
Andhra Pradesh,ANANTAPUR,2013,Rabi       ,Wheat,62.0,39.0
Andhra Pradesh,ANANTAPUR,2013,Whole Year ,Banana,8661.0,483881.0
Andhra Pradesh,ANANTAPUR,2013,Whole Year ,Coconut ,552.0,3969000.0
Andhra Pradesh,ANANTAPUR,2013,Whole Year ,Wheat,62.0,39.0
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Grapes,309.0,6886.0
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Maize,16839.0,42687.0
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Mango,11278.0,70939.0
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Papaya,374.0,29443.0
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Rice,22658.0,68155.0
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Sugarcane,30.0,2456.0
Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Tobacco,15.0,43.0
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Maize,4474.0,31618.0
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Rice,6553.0,14377.0
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Tobacco,341.0,635.0
Andhra Pradesh,ANANTAPUR,2014,Whole Year ,Coconut ,687.0,5756000.0
Andhra Pradesh,ANANTAPUR,2014,Whole Year ,Rice,29211.0,82532.0
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Maize,100.0,300.0
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Rice,42300.0,84400.0
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Sugarcane,29600.0,2775100.0
Andhra Pradesh,CHITTOOR,1997,Rabi       ,Rice,57400.0,137400.0
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Maize,100.0,300.0
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Rice,42000.0,105400.0
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Maize,100.0,300.0
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Rice,62400.0,159200.0
Andhra Pradesh,CHITTOOR,1998,Whole Year ,Sugarcane,34500.0,3377000.0
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Maize,181.0,514.0
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Rice,37542.0,75477.0
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Maize,67.0,324.0
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Rice,37489.0,76800.0
Andhra Pradesh,CHITTOOR,1999,Whole Year ,Sugarcane,44929.0,4097998.0
Andhra Pradesh,CHITTOOR,1999,Whole Year ,Tobacco,17.0,17.0
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Maize,357.0,930.0
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Rice,33776.0,89236.0
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Maize,56.0,302.0
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Rice,41442.0,97181.0
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Wheat,5.0,3.0
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Banana,953.0,19033.0
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Coconut ,4011.0,17215660.0
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Sugarcane,40539.0,3697441.0
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Tobacco,14.0,13.0
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Maize,294.0,786.0
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Rice,24377.0,55311.0
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Maize,81.0,524.0
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Rice,62049.0,170573.0
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Wheat,4.0,
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Banana,1005.0,7156.0
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Coconut ,4133.0,14827800.0
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Sugarcane,38789.0,3337250.0
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Tobacco,33.0,38.0
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Maize,261.0,253.0
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Rice,20137.0,50020.0
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Maize,284.0,1968.0
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Rice,30034.0,76827.0
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Wheat,5.0,7.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Banana,960.0,50841.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Coconut ,4296.0,17209269.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Grapes,36.0,673.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Mango,47834.0,335015.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Orange,4.0,39.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Papaya,39.0,5087.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Sugarcane,39436.0,2684685.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Tobacco,66.0,107.0
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Maize,742.0,1273.0
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Rice,18495.0,38562.0
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Maize,392.0,2195.0
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Rice,27286.0,46714.0
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Wheat,7.0,2.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Banana,587.0,21222.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Coconut ,4294.0,16827552.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Grapes,32.0,555.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Mango,48572.0,234579.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Orange,6.0,96.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Papaya,17.0,1544.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Sugarcane,26845.0,1881888.0
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Tobacco,2.0,3.0
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Maize,509.0,1461.0
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Rice,19055.0,43331.0
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Maize,354.0,2559.0
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Rice,25822.0,69177.0
Andhra Pradesh,CHITTOOR,2004,Rabi       ,Wheat,2.0,
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Banana,586.0,30560.0
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Coconut ,4165.0,31934060.0
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Sugarcane,21928.0,1865393.0
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Tobacco,4.0,4.0
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Maize,417.0,2150.0
Andhra Pradesh,CHITTOOR,2005,Kharif     ,Rice,16240.0,37173.0
Andhra Pradesh,CHITTOOR,2005,Rabi       ,Maize,356.0,2660.0
Andhra Pradesh,CHITTOOR,2005,Rabi       ,Rice,66351.0,193612.0
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Banana,468.0,25070.0
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Coconut ,3914.0,15729168.0
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Sugarcane,22453.0,1972429.0
Andhra Pradesh,CHITTOOR,2005,Whole Year ,Tobacco,7.0,7.0
Andhra Pradesh,CHITTOOR,2006,Kharif     ,Maize,386.0,1378.0
